Textos_espanol,sdg
"Después de tener en cuenta el nivel socioeconómico del alumno y del colegio, los alumnos que habían asistido a la educación infantil durante un año o más obtuvieron una media de 25 puntos más en la evaluación de ciencias de PISA en comparación con los que no lo habían hecho. Sin embargo, existen límites para la interpretación de este hallazgo, ya que la proporción de aquellos que habían asistido a menos de un año de educación infantil (CINE 0) representa en promedio en los países de la OCDE de solo el 8% de todos los jóvenes de 15 años. y es relativamente bajo' en varios países de la OCDE (Tablas 5.1 y 5.2 solo en la web). Por ejemplo, antes de tener en cuenta el estatus socioeconómico del alumno y del colegio, los alumnos que habían asistido a la educación infantil durante tres años o más obtuvieron una media de 40 puntos más en la evaluación de ciencias de PISA en comparación con aquellos que habían asistido a la EAPI durante menos tiempo. un año.",4
"Por lo tanto, la educación y el cuidado de la primera infancia (EAPI) de alta calidad pueden generar mejores resultados en las etapas posteriores de la vida. Por ejemplo, el número de años pasados ​​en la EAPI es un fuerte predictor del nivel de desempeño dentro y fuera de las escuelas alcanzado en etapas posteriores. Del mismo modo, los niños de origen inmigrante y los niños más desfavorecidos a nivel mundial pueden beneficiarse al máximo de asistir a una EAPI de alta calidad. Sin embargo, los beneficios de asistir a ECEC no se limitan a los resultados del aprendizaje.",4
"Como se mencionó anteriormente, el Programa de Acción de Viena también destacó explícitamente la importancia de erradicar ""cualquier conflicto que pueda surgir entre los derechos de la mujer y los efectos nocivos de ciertas prácticas tradicionales o consuetudinarias, los prejuicios culturales y el extremismo religioso"". Los estereotipos y las normas culturales que dictan roles prescriptivos para las mujeres en la sociedad también tienen un impacto negativo en el disfrute de los derechos humanos de las mujeres. Por ejemplo, la falta de acceso de las niñas a la educación a veces se ha justificado con la presunción de que, como madres y esposas, no ingresarán a la fuerza laboral y, por lo tanto, no requieren educación. También señala la falta de influencia de las mujeres en los procesos de toma de decisiones que definen la cultura de una comunidad determinada (A/67/287).",5
"En 2014, instruyó a 41 agencias gubernamentales a trabajar en la incorporación de la perspectiva de género entre 2015 y 2018 en un esfuerzo concertado denominado “Programa de incorporación de la perspectiva de género en las agencias gubernamentales”. Sin embargo, para que se arraiguen en todo el gobierno y brinden resultados concretos, necesitarán recursos. Hay varias herramientas que México está desarrollando gradualmente para mejorar la implementación: evaluaciones de impacto de género y presupuestos sensibles al género, así como el desarrollo y uso sistemáticos de datos desglosados ​​por género a lo largo del ciclo de políticas. Para compensar tales consecuencias negativas y hacer un uso inteligente de los recursos, las evaluaciones de impacto de género (GIA) pueden ser una primera línea de defensa. Es una de las herramientas centrales a disposición de los gobiernos para apoyar la implementación de la incorporación de la perspectiva de género, a veces denominada análisis basado en el género o auditoría de género, y utilizada regularmente por la mayoría de los países miembros de la OCDE (Tabla 6.1).",5
"La falta de visibilidad y autoridad de dichas instituciones puede limitar su capacidad para implementar un enfoque de ""gobierno completo"" para la igualdad de género en todas las áreas de políticas. Sin embargo, siguen existiendo importantes lagunas en la evidencia en una serie de áreas políticas, como la violencia de género, las prácticas de conciliación de la vida laboral y familiar, el espíritu empresarial, la defensa y el medio ambiente. La mitad de los países que respondieron a la encuesta de la OCDE aplican esta práctica a nivel nacional, pero su uso a nivel subnacional es raro. Las disparidades pueden incluir discriminación en términos de oportunidades, recursos, servicios, beneficios, poder de decisión e influencia (Wikigénero).",5
"Considere, por ejemplo, las políticas de licencia por maternidad, paternidad y paternidad. Estas políticas pueden fomentar el disfrute igualitario de los derechos por parte de las parejas al permitir que ambos padres (a menudo madres y padres, pero también padres del mismo sexo) tomen tiempo libre remunerado o no remunerado para cuidar a un niño recién nacido o adoptado. Cuando esto sucede, fomentan una división más equitativa de las responsabilidades de crianza de los hijos en la familia y brindan a las mujeres (o al cuidador principal en una familia del mismo sexo) mayores oportunidades para avanzar en su carrera.",5
"Los maestros de primaria se especializan en educación y pueden especializarse en la enseñanza de una o varias materias en sus estudios de materias secundarias. Los maestros de grado superior se especializan en materias específicas y realizan sus estudios pedagógicos durante un programa de cinco años o como un módulo separado después de graduarse. Con un fuerte contenido teórico y práctico, la formación docente se basa en la investigación, con énfasis en el desarrollo del conocimiento pedagógico.",4
"Los padres, sobre todo los que tienen estudios superiores y mayores ingresos, buscan clases particulares para preparar a los alumnos de primaria para el examen nacional y mejorar así sus posibilidades de entrar en los mejores colegios. Las escuelas de Turquía suelen ser homogéneas tanto en el origen socioeconómico de los alumnos como en su rendimiento académico, lo que indica bajos niveles de inclusión social y académica. No obstante, el 42% de los alumnos de 15 años procedentes de entornos socioeconómicos bajos obtuvieron mejores resultados de lo previsto (en comparación con la media de la OCDE del 30,8%). Las políticas específicas deben apoyar y reforzar sistemáticamente la capacidad de las escuelas para abordar el impacto del bajo nivel socioeconómico en el rendimiento.",4
"El entorno de aprendizaje reconoce a los alumnos como sus principales participantes, fomenta su compromiso activo y desarrolla en ellos la comprensión de su propia actividad como alumnos. El entorno de aprendizaje se basa en la naturaleza social del aprendizaje y fomenta activamente el aprendizaje cooperativo bien organizado. Los profesionales del entorno de aprendizaje están muy atentos a las motivaciones de los alumnos y al papel clave de las emociones en el éxito.",4
"Los programas de apoyo también pueden adaptarse a las limitaciones de tiempo de las mujeres. Por ejemplo, el aprendizaje a distancia puede brindar a las mujeres un mayor acceso a la capacitación, ya que los cursos se pueden realizar en horarios adecuados a sus horarios. Las iniciativas políticas en las áreas de campañas de información, capacitación y reducción de la carga del cuidado ofrecen un doble dividendo potencial: mayor empoderamiento de las mujeres y empresas más productivas.",5
"En cada país participante, un mínimo de alrededor de 4 500 a 5 000 estudiantes participan en el estudio. El número de países participantes ha aumentado de 41 sistemas educativos en 1995 a más de 60 en 2015. La primera etapa consiste en seleccionar las escuelas participantes y la segunda etapa consiste en seleccionar una (o más) aulas intactas del grado objetivo de cada escuela participante.",4
"Sin embargo, las pequeñas empresas representan menos del 2% de las carteras de préstamos de los bancos, en comparación con un promedio de 12% a 15% en algunos países más desarrollados. El gobierno, las organizaciones de mujeres empresarias y los bancos están trabajando juntos para crear un entorno que fomente el desarrollo de empresas dirigidas por mujeres. El Banco Nacional de Abu Dhabi juega un papel de liderazgo en este esfuerzo.",5
"Se podrían proporcionar directrices para las escuelas como parte de un conjunto de herramientas prácticas para todos los aspectos de la evaluación escolar (capítulo 3). Al mismo tiempo, como se señala en las secciones dedicadas a los retos, preocupa la falta de prácticas sistemáticas de evaluación del profesorado a nivel local. En Dinamarca, los profesores dependen totalmente de la capacidad local y de la voluntad de beneficiarse de la evaluación y la retroalimentación para mejorar su práctica.",4
